video_id,publish_time,views
ItL6vcUrpUs,2017-12-21T17:00:20.000Z,1381081
7keZTcdouoY,2017-12-22T17:16:35.000Z,81657
uFDPLyAWpVg,2017-12-21T17:00:08.000Z,711859
07S_Glj3uYs,2017-12-22T17:00:44.000Z,671804
XcSMdhfKga4,2017-12-21T08:30:22.000Z,2592173
F3eSaEHSCu0,2017-12-23T11:53:33.000Z,305710
8eo-L_3OWAQ,2017-12-20T15:43:22.000Z,2837820
mMzKvVtrC6U,2017-12-21T12:00:03.000Z,331914
MUWUHf-rzks,2017-12-21T13:38:50.000Z,1715589
ZsN1V9Hjfvg,2017-12-22T15:00:02.000Z,44133
avnapsraeXM,2017-12-23T15:21:28.000Z,13205
Fr0wEsISRUw,2017-12-22T12:07:38.000Z,131799
ZB7_1CoKntI,2017-12-21T14:14:16.000Z,2291357
WhJIUtMK1tU,2017-12-22T11:30:01.000Z,71276
WS7f5xpGYn8,2017-12-20T20:00:02.000Z,14976349
nWZMfPP34g8,2017-12-20T12:00:03.000Z,5194700
rTMgDNpXPto,2017-12-22T22:00:04.000Z,29017
dwEKqAwoz0Y,2017-12-21T07:00:03.000Z,391988
nZM9Ko806Bg,2017-12-21T14:00:04.000Z,393893
TU-Z4uPnFeg,2017-12-21T06:00:00.000Z,1245615
zT4DJKkN_Do,2017-12-22T08:30:39.000Z,137312
olf9d8JvrA8,2017-12-21T17:00:06.000Z,277258
apN4BMMKt2E,2017-12-21T18:00:00.000Z,489097
pihJVwap7iI,2017-12-22T05:00:04.000Z,88803
cIQKKzZtWwQ,2017-12-21T05:00:00.000Z,309183
t0Ro2Yqs6mA,2017-12-21T15:38:24.000Z,60755
UK2OQ67Xr4o,2017-12-23T12:41:48.000Z,90662
l_lblj8Cq0o,2017-12-19T20:00:05.000Z,15191078
OWYKrIKMO1M,2017-12-22T11:40:25.000Z,160898
XwDTzD75fT4,2017-12-22T05:01:12.000Z,209623
zi_6oaQyckM,2017-12-22T03:00:02.000Z,3885545
PLAFNvxDPMw,2017-12-21T15:09:12.000Z,165502
7dbRDavsp6I,2017-12-21T13:00:25.000Z,547101
SA5ZUHsst8s,2017-12-21T14:00:03.000Z,210808
aBQDFQwfX2w,2017-12-23T16:00:00.000Z,10026
5EF5Curjr8k,2017-12-21T23:09:28.000Z,279164
aLLgene7kJo,2017-12-22T17:30:27.000Z,15672
OcFcdFZQSBo,2017-12-22T03:35:37.000Z,43673
WQd6x4KmVhA,2017-12-22T15:58:16.000Z,10505
3mRjN1Focog,2017-12-22T07:00:00.000Z,98286
_yJq9SeGLhg,2017-12-21T16:00:04.000Z,1039215
lM0yu7c6lQk,2017-12-22T01:16:16.000Z,134433
K62oeVyaC-U,2017-12-21T01:17:37.000Z,1089202
zLJsJR0O6VI,2017-12-20T17:00:07.000Z,1474267
nQ1aD_3igFE,2017-12-21T04:48:11.000Z,32150
IU-Fo-QEpOI,2017-12-20T23:00:00.000Z,2353300
drg74wOy8z8,2017-12-22T19:30:00.000Z,9109
teA0Z7ltRSY,2017-12-22T04:31:29.000Z,27473
CuVuqKyISR4,2017-12-22T16:00:01.000Z,21650
YEGhKwpEKEw,2017-12-21T17:03:31.000Z,228338
AaALLWQmCdI,2017-12-21T15:30:00.000Z,102012
lWHZKP6xXHU,2017-12-20T19:13:07.000Z,1222600
E60w-0q8Y0Y,2017-12-20T01:25:59.000Z,2118363
lcpxLXjYAa8,2017-12-20T14:30:30.000Z,264337
fEMxFSjmo5Q,2017-12-20T17:01:03.000Z,447191
RHUxyXZBXY8,2017-12-20T11:00:01.000Z,1304406
j9n7Boia0po,2016-05-21T23:30:46.000Z,9802
Bkus04-5kWk,2017-12-20T22:01:02.000Z,252114
szaJ5aW-LUs,2017-12-20T16:34:30.000Z,1071163
OziQ_a3Rpqw,2017-12-21T00:33:36.000Z,637158
SFxZb-GHbrQ,2017-12-20T18:00:06.000Z,290326
9yWnVxe1qp8,2017-12-22T10:00:00.000Z,23612
6hb0GOOFQwI,2017-12-22T00:53:08.000Z,18959
KFm7fKqg13E,2017-12-20T13:19:14.000Z,265776
LotoBix4UDM,2017-12-20T20:01:07.000Z,442530
ydPYNo8o-lI,2017-12-20T05:00:02.000Z,1692712
MFWF9dU5Zc0,2017-12-19T12:00:02.000Z,8368152
y0BlGqwLLGQ,2017-12-20T16:54:03.000Z,1139317
ccgIXa7TIkc,2017-12-20T04:39:25.000Z,1044042
JbazoX5Su1w,2017-12-20T20:09:36.000Z,520699
MnKbM9Zxtn8,2017-12-20T15:52:04.000Z,76436
ZpMNJbt3QDE,2017-12-20T22:06:00.000Z,261868
6ULZDwevR0M,2017-12-21T13:51:17.000Z,3596
2ktuvx9hrMw,2017-12-19T13:16:10.000Z,2535448
4ZuR8JK0N_I,2017-12-21T13:46:03.000Z,3309
Q3pUXLQ5G5U,2017-12-22T00:30:00.000Z,19647
3RlbqOl_4NA,2017-12-19T09:50:02.000Z,997411
_lUiJsnGXh8,2017-12-19T18:00:04.000Z,1632450
alRtHXnZMOI,2017-12-20T17:02:12.000Z,70041
ZZIq3bSOD_g,2017-12-22T01:27:19.000Z,29942
yh1NAMi2oLg,2017-12-20T14:00:57.000Z,226432
iZpxzfMkVzM,2017-12-20T00:53:14.000Z,329024
7VC4zX1vDE4,2017-12-20T14:00:00.000Z,344886
_mHSkHjInS4,2017-12-19T15:00:07.000Z,2309817
2XLw9U7Z1CM,2017-12-21T17:25:38.000Z,4862
6dlhWPDoifU,2017-12-21T10:36:50.000Z,9781
aMQbRpxgFvs,2017-12-20T00:42:05.000Z,1964132
RlSzahonkTk,2017-12-20T16:00:03.000Z,1287567
bOzOMmHlQ3o,2017-12-20T23:57:34.000Z,63882
6CPUUjAlXrs,2017-12-21T05:25:52.000Z,74288
Pymm6cmE9uQ,2017-12-19T17:06:48.000Z,2375874
a2bjPDkFR40,2017-12-19T11:00:01.000Z,736025
GLZZn7lCtcI,2017-12-20T20:43:52.000Z,78078
cntsqw7XOF0,2017-12-20T15:00:35.000Z,106425
yirvgC-kMq0,2017-12-21T14:41:56.000Z,1611
Xc675sarBYc,2017-12-20T02:16:30.000Z,488923
kwvbLx9M6-s,2017-12-19T16:41:39.000Z,251149
fA8bw85NmlY,2017-12-20T17:30:27.000Z,2159497
_oZIbFolJTw,2017-11-29T03:12:19.000Z,2860
nHaBEgkMQVw,2017-12-19T22:18:33.000Z,374187
Bzu4G8uZs-4,2017-12-20T05:00:00.000Z,1278861
PluaPvhkIMU,2017-12-19T13:59:38.000Z,310246
NePlddZpNKs,2017-12-18T22:00:48.000Z,1040293
7kRDYwtE10Y,2017-12-19T20:10:58.000Z,235000
djJ6GAplhFU,2017-12-20T20:24:15.000Z,24431
0umuSm2WA9g,2017-12-20T08:59:24.000Z,9934
p_IwENcMPOA,2017-12-18T05:01:00.000Z,4502168
Y6zucdAzNi4,2017-12-19T20:00:06.000Z,57320
Wo5XO8Y8lzE,2017-12-19T18:00:02.000Z,345545
0XARMt12oFk,2017-12-18T18:26:52.000Z,1321517
p1af9PKM8Eo,2017-12-20T23:53:26.000Z,36371
2X9eJF1nLiY,2017-12-19T17:02:00.000Z,402849
Uv2LvQ0FEvo,2017-12-19T18:27:23.000Z,229272
LS5ZSkHUqBQ,2017-12-19T18:00:01.000Z,2462919
0-7wMD5ISIs,2017-12-18T21:22:24.000Z,6502307
d1hs-JI_yBE,2017-12-19T06:04:49.000Z,746303
Yb2YuC7UbwI,2017-12-19T15:00:03.000Z,702924
#NAME?,2017-12-19T18:26:12.000Z,356702
8jp3SxojXpU,2017-12-18T23:24:26.000Z,356890
fRcmFr9cE5M,2017-12-19T20:28:04.000Z,229424
R9OHn5ZF4Uo,2017-12-18T14:39:33.000Z,1646752
x7sagGvoRI0,2017-12-20T20:30:01.000Z,9127
wHedpg7buow,2017-12-19T14:00:12.000Z,97301
JJgiKhhpGvQ,2017-12-18T22:06:36.000Z,406988
15nf2EBBNu0,2017-12-21T03:02:00.000Z,15190
Bn02bclCu5A,2017-12-19T18:26:20.000Z,120663
nzO5ViO_y8Y,2017-12-20T00:10:17.000Z,14676
voozHXadYYE,2017-12-19T15:30:01.000Z,273779
1-BhcMdxfjI,2017-12-19T16:57:56.000Z,6776
JRAOdRq-1lw,2017-12-18T15:44:42.000Z,1406181
VH-DA0YgHHU,2017-12-18T22:12:36.000Z,462558
6VrqR_GfvzE,2017-12-20T13:06:24.000Z,150724
ZWllUdFLzXU,2017-12-19T13:34:09.000Z,101192
mwiKZ4qmRnQ,2017-12-19T02:00:15.000Z,258180
5-l84AgchWA,2017-12-21T03:32:37.000Z,4214
D2UE_Gw7XpI,2017-12-18T17:05:25.000Z,337672
C5jcZGcMdaI,2017-12-19T14:04:31.000Z,17757
IywiodrtyfM,2017-12-19T00:18:32.000Z,224926
zFuOksI6AVg,2017-12-18T14:22:09.000Z,322924
5jT8Qef5Hf8,2017-12-19T17:00:36.000Z,28429
4Cc-U8uhXYk,2017-12-18T22:56:00.000Z,353408
o495cZqcvAQ,2017-12-18T19:18:27.000Z,118157
fA9Ypn3jQw0,2017-12-18T14:28:32.000Z,63024
FfSXmbAGl8A,2017-12-19T01:00:00.000Z,74020
K5x_3QzLY0U,2017-12-18T14:00:03.000Z,300316
mN-rI2I0HaQ,2017-12-19T23:01:01.000Z,161369
KcFQfFB5LDA,2017-12-19T18:53:52.000Z,45460
cv8VhlIw6Qc,2017-12-20T12:20:37.000Z,2968
VAk6bUhETHM,2017-12-18T23:00:46.000Z,49500
msfPaXGuSbo,2017-12-18T11:31:58.000Z,246250
13hdKXfku4M,2017-12-18T03:00:12.000Z,33533
B2YCf8dTkIM,2017-12-18T20:55:29.000Z,190173
LTNOYZ44ywM,2017-12-18T17:40:48.000Z,143754
RGSgCyQydgc,2017-12-18T23:46:06.000Z,559548
JcdLF6XQ0iw,2017-12-16T19:02:01.000Z,11414155
8uvIPHtKoQQ,2017-12-18T20:16:14.000Z,105046
ZzO9skEYqwY,2017-12-20T01:49:47.000Z,23437
AZ4sakIfXUE,2017-12-18T19:17:48.000Z,245164
2Vm27xL57O0,2017-12-17T02:05:55.000Z,3419
1j_k5WCFShQ,2017-12-17T20:15:14.000Z,3561593
MmiFNe00SP0,2017-12-19T10:18:49.000Z,1593
z0UNp33SUTE,2017-12-18T17:00:05.000Z,231108
U7x9pTb9Lwg,2017-12-18T17:56:30.000Z,108967
FnAx2bLICOo,2017-12-17T12:08:13.000Z,1134166
ryr75N0nki0,2017-12-24T03:30:08.000Z,4920851
t9GNMVfEiG4,2017-12-23T15:15:22.000Z,1014030
0ycLaWymtKk,2017-12-23T18:00:00.000Z,816662
JFydHaV0klA,2017-12-23T22:00:00.000Z,1446516
fFSmOE0Uxms,2017-12-23T18:00:11.000Z,469508
tE5C3O71Xqo,2017-12-23T02:02:34.000Z,1505665
pMpQABKlC-I,2017-12-23T21:57:30.000Z,2494165
DcCh33lJLMw,2017-12-23T22:13:37.000Z,687329
3ToRIUoXmIw,2017-12-23T15:00:00.000Z,334980
ox7RsX1Ee34,2017-12-22T05:00:05.000Z,9153648
w16w7CYwGbE,2017-12-24T16:00:06.000Z,39949
V_jU_ssWvc4,2017-12-23T12:00:03.000Z,397611
cMD63TwzB1o,2017-12-22T05:00:01.000Z,2622537
VAUHZYf_aKY,2017-12-22T03:17:58.000Z,2280314
zeO4C8e4pjw,2017-12-23T16:30:01.000Z,263619
avnapsraeXM,2017-12-23T15:21:28.000Z,60209
sXP6vliZIHI,2017-12-22T05:00:02.000Z,5153994
H00djJq68VE,2017-12-23T00:07:02.000Z,206901
qOvMazijKMA,2017-12-22T16:04:49.000Z,276761
WIWb8f1WIyQ,2017-12-25T03:08:33.000Z,5751
BIQK4-9YFW0,2017-12-22T05:00:00.000Z,1460250
v2OTO6UEVAo,2017-12-22T14:38:13.000Z,463686
B5gu6o6CIDA,2017-12-23T18:23:30.000Z,101585
jTW5_KvkGoE,2017-12-22T20:19:46.000Z,398668
wqEknnPadMA,2017-12-22T16:00:04.000Z,167101
4zkWYYFvV6M,2017-12-23T04:58:20.000Z,107725
q8fuvWLje8M,2017-12-23T13:02:21.000Z,59768
HHOyg1oDeis,2017-12-22T21:00:20.000Z,1348282
JnepCulEQOo,2017-12-23T23:57:32.000Z,30484
cQtYcpRGGIY,2017-12-22T22:51:17.000Z,76211
b2EOxGUuBWA,2017-12-21T17:32:30.000Z,1106468
sTVQDJyanco,2017-12-22T22:00:41.000Z,234317
VllA1V5M38E,2017-12-22T02:00:01.000Z,1676657
GEB2f5dpFXs,2017-12-21T21:01:53.000Z,4735882
Eyh1_XGHAnQ,2017-12-22T15:35:57.000Z,487984
65MWN5yKU0A,2017-12-22T23:44:14.000Z,73790
7keZTcdouoY,2017-12-22T17:16:35.000Z,123963
RbNaEwp7hMw,2017-12-23T00:19:00.000Z,184471
24HFgBQawWA,2017-12-22T22:58:04.000Z,79452
KNEVjhCXZB4,2017-12-22T13:00:03.000Z,213490
1sqyuXCwcBA,2017-12-22T05:04:32.000Z,459742
MSzytvDsPfo,2017-12-21T19:05:06.000Z,1082383
uFDPLyAWpVg,2017-12-21T17:00:08.000Z,991022
07S_Glj3uYs,2017-12-22T17:00:44.000Z,828163
ItL6vcUrpUs,2017-12-21T17:00:20.000Z,1742133
Fr0wEsISRUw,2017-12-22T12:07:38.000Z,224277
H_4ESBLJXQc,2017-12-23T01:13:57.000Z,53321
mMzKvVtrC6U,2017-12-21T12:00:03.000Z,485264
drg74wOy8z8,2017-12-22T19:30:00.000Z,23878
ZsN1V9Hjfvg,2017-12-22T15:00:02.000Z,67389
XcSMdhfKga4,2017-12-21T08:30:22.000Z,2962617
8eo-L_3OWAQ,2017-12-20T15:43:22.000Z,3090674
F3eSaEHSCu0,2017-12-23T11:53:33.000Z,324390
MUWUHf-rzks,2017-12-21T13:38:50.000Z,1776997
zT4DJKkN_Do,2017-12-22T08:30:39.000Z,154514
ZB7_1CoKntI,2017-12-21T14:14:16.000Z,2441542
WhJIUtMK1tU,2017-12-22T11:30:01.000Z,81113
zi_6oaQyckM,2017-12-22T03:00:02.000Z,4636300
WS7f5xpGYn8,2017-12-20T20:00:02.000Z,17476646
nWZMfPP34g8,2017-12-20T12:00:03.000Z,5571327
rTMgDNpXPto,2017-12-22T22:00:04.000Z,37928
nZM9Ko806Bg,2017-12-21T14:00:04.000Z,405626
dwEKqAwoz0Y,2017-12-21T07:00:03.000Z,410343
TU-Z4uPnFeg,2017-12-21T06:00:00.000Z,1304768
apN4BMMKt2E,2017-12-21T18:00:00.000Z,512959
olf9d8JvrA8,2017-12-21T17:00:06.000Z,340301
pihJVwap7iI,2017-12-22T05:00:04.000Z,121747
cIQKKzZtWwQ,2017-12-21T05:00:00.000Z,362280
XwDTzD75fT4,2017-12-22T05:01:12.000Z,270225
t0Ro2Yqs6mA,2017-12-21T15:38:24.000Z,63014
OWYKrIKMO1M,2017-12-22T11:40:25.000Z,170913
UK2OQ67Xr4o,2017-12-23T12:41:48.000Z,93199
5EF5Curjr8k,2017-12-21T23:09:28.000Z,324587
7dbRDavsp6I,2017-12-21T13:00:25.000Z,672267
SA5ZUHsst8s,2017-12-21T14:00:03.000Z,221105
l_lblj8Cq0o,2017-12-19T20:00:05.000Z,18826204
aBQDFQwfX2w,2017-12-23T16:00:00.000Z,15265
aLLgene7kJo,2017-12-22T17:30:27.000Z,18982
OcFcdFZQSBo,2017-12-22T03:35:37.000Z,45590
3mRjN1Focog,2017-12-22T07:00:00.000Z,107842
PLAFNvxDPMw,2017-12-21T15:09:12.000Z,179990
WQd6x4KmVhA,2017-12-22T15:58:16.000Z,12685
bJje-B9YLIU,2017-12-22T14:00:02.000Z,3963
_yJq9SeGLhg,2017-12-21T16:00:04.000Z,1072174
lM0yu7c6lQk,2017-12-22T01:16:16.000Z,146353
K62oeVyaC-U,2017-12-21T01:17:37.000Z,1121340
zLJsJR0O6VI,2017-12-20T17:00:07.000Z,1521265
teA0Z7ltRSY,2017-12-22T04:31:29.000Z,82456
nQ1aD_3igFE,2017-12-21T04:48:11.000Z,34029
IU-Fo-QEpOI,2017-12-20T23:00:00.000Z,2501387
YEGhKwpEKEw,2017-12-21T17:03:31.000Z,277190
9yWnVxe1qp8,2017-12-22T10:00:00.000Z,25730
fEMxFSjmo5Q,2017-12-20T17:01:03.000Z,760693
lWHZKP6xXHU,2017-12-20T19:13:07.000Z,1289307
RHUxyXZBXY8,2017-12-20T11:00:01.000Z,1492872
AaALLWQmCdI,2017-12-21T15:30:00.000Z,108595
lcpxLXjYAa8,2017-12-20T14:30:30.000Z,269286
6hb0GOOFQwI,2017-12-22T00:53:08.000Z,21210
Bkus04-5kWk,2017-12-20T22:01:02.000Z,265510
szaJ5aW-LUs,2017-12-20T16:34:30.000Z,1244968
j9n7Boia0po,2016-05-21T23:30:46.000Z,10448
E60w-0q8Y0Y,2017-12-20T01:25:59.000Z,2332622
OziQ_a3Rpqw,2017-12-21T00:33:36.000Z,651578
SFxZb-GHbrQ,2017-12-20T18:00:06.000Z,316518
LotoBix4UDM,2017-12-20T20:01:07.000Z,476953
KFm7fKqg13E,2017-12-20T13:19:14.000Z,270643
y0BlGqwLLGQ,2017-12-20T16:54:03.000Z,1370012
JbazoX5Su1w,2017-12-20T20:09:36.000Z,541297
ydPYNo8o-lI,2017-12-20T05:00:02.000Z,1904174
i9-0BJ4CJvM,2017-12-22T01:19:18.000Z,1540
ccgIXa7TIkc,2017-12-20T04:39:25.000Z,1092507
MFWF9dU5Zc0,2017-12-19T12:00:02.000Z,8836190
MnKbM9Zxtn8,2017-12-20T15:52:04.000Z,83237
2PQCLZbzxq8,2017-12-21T18:10:05.000Z,3538
ZpMNJbt3QDE,2017-12-20T22:06:00.000Z,420607
2ktuvx9hrMw,2017-12-19T13:16:10.000Z,2691320
Q3pUXLQ5G5U,2017-12-22T00:30:00.000Z,21756
alRtHXnZMOI,2017-12-20T17:02:12.000Z,92096
3RlbqOl_4NA,2017-12-19T09:50:02.000Z,1041566
_lUiJsnGXh8,2017-12-19T18:00:04.000Z,1675844
RlSzahonkTk,2017-12-20T16:00:03.000Z,1468099
yh1NAMi2oLg,2017-12-20T14:00:57.000Z,720201
ZZIq3bSOD_g,2017-12-22T01:27:19.000Z,31750
7VC4zX1vDE4,2017-12-20T14:00:00.000Z,352029
_mHSkHjInS4,2017-12-19T15:00:07.000Z,2425571
6CPUUjAlXrs,2017-12-21T05:25:52.000Z,86559
bOzOMmHlQ3o,2017-12-20T23:57:34.000Z,70411
iZpxzfMkVzM,2017-12-20T00:53:14.000Z,355604
aMQbRpxgFvs,2017-12-20T00:42:05.000Z,2085850
dBTKW8NKAt4,2017-12-22T02:27:33.000Z,24200
GLZZn7lCtcI,2017-12-20T20:43:52.000Z,80865
cntsqw7XOF0,2017-12-20T15:00:35.000Z,116900
a2bjPDkFR40,2017-12-19T11:00:01.000Z,755426
Pymm6cmE9uQ,2017-12-19T17:06:48.000Z,2722912
yirvgC-kMq0,2017-12-21T14:41:56.000Z,2069
6dlhWPDoifU,2017-12-21T10:36:50.000Z,10020
fA8bw85NmlY,2017-12-20T17:30:27.000Z,2160584
Xc675sarBYc,2017-12-20T02:16:30.000Z,500972
kwvbLx9M6-s,2017-12-19T16:41:39.000Z,259665
djJ6GAplhFU,2017-12-20T20:24:15.000Z,26914
PluaPvhkIMU,2017-12-19T13:59:38.000Z,405507
_oZIbFolJTw,2017-11-29T03:12:19.000Z,3137
Bzu4G8uZs-4,2017-12-20T05:00:00.000Z,1319240
nHaBEgkMQVw,2017-12-19T22:18:33.000Z,409672
NePlddZpNKs,2017-12-18T22:00:48.000Z,1049629
p_IwENcMPOA,2017-12-18T05:01:00.000Z,5200143
7kRDYwtE10Y,2017-12-19T20:10:58.000Z,238817
p1af9PKM8Eo,2017-12-20T23:53:26.000Z,38629
0umuSm2WA9g,2017-12-20T08:59:24.000Z,9977
Y6zucdAzNi4,2017-12-19T20:00:06.000Z,62412
Wo5XO8Y8lzE,2017-12-19T18:00:02.000Z,382628
2X9eJF1nLiY,2017-12-19T17:02:00.000Z,416191
Uv2LvQ0FEvo,2017-12-19T18:27:23.000Z,246381
0-7wMD5ISIs,2017-12-18T21:22:24.000Z,6550370
d1hs-JI_yBE,2017-12-19T06:04:49.000Z,765561
LS5ZSkHUqBQ,2017-12-19T18:00:01.000Z,3065873
Yb2YuC7UbwI,2017-12-19T15:00:03.000Z,709754
#NAME?,2017-12-19T18:26:12.000Z,385251
fRcmFr9cE5M,2017-12-19T20:28:04.000Z,238111
0XARMt12oFk,2017-12-18T18:26:52.000Z,1326140
15nf2EBBNu0,2017-12-21T03:02:00.000Z,16067
R9OHn5ZF4Uo,2017-12-18T14:39:33.000Z,1677991
x7sagGvoRI0,2017-12-20T20:30:01.000Z,9448
8jp3SxojXpU,2017-12-18T23:24:26.000Z,358757
wHedpg7buow,2017-12-19T14:00:12.000Z,99959
JJgiKhhpGvQ,2017-12-18T22:06:36.000Z,411443
JRAOdRq-1lw,2017-12-18T15:44:42.000Z,1569714
Bn02bclCu5A,2017-12-19T18:26:20.000Z,122039
nzO5ViO_y8Y,2017-12-20T00:10:17.000Z,16021
voozHXadYYE,2017-12-19T15:30:01.000Z,277744
1-BhcMdxfjI,2017-12-19T16:57:56.000Z,7379
6VrqR_GfvzE,2017-12-20T13:06:24.000Z,166036
VH-DA0YgHHU,2017-12-18T22:12:36.000Z,525395
ZWllUdFLzXU,2017-12-19T13:34:09.000Z,104755
mwiKZ4qmRnQ,2017-12-19T02:00:15.000Z,262358
5-l84AgchWA,2017-12-21T03:32:37.000Z,4401
D2UE_Gw7XpI,2017-12-18T17:05:25.000Z,345178
5jT8Qef5Hf8,2017-12-19T17:00:36.000Z,36048
C5jcZGcMdaI,2017-12-19T14:04:31.000Z,20322
IywiodrtyfM,2017-12-19T00:18:32.000Z,230804
4Cc-U8uhXYk,2017-12-18T22:56:00.000Z,373956
zFuOksI6AVg,2017-12-18T14:22:09.000Z,329337
fA9Ypn3jQw0,2017-12-18T14:28:32.000Z,74123
FfSXmbAGl8A,2017-12-19T01:00:00.000Z,80337
o495cZqcvAQ,2017-12-18T19:18:27.000Z,119114
VAk6bUhETHM,2017-12-18T23:00:46.000Z,53285
K5x_3QzLY0U,2017-12-18T14:00:03.000Z,304305
mN-rI2I0HaQ,2017-12-19T23:01:01.000Z,175205
cv8VhlIw6Qc,2017-12-20T12:20:37.000Z,3037
KcFQfFB5LDA,2017-12-19T18:53:52.000Z,46664
13hdKXfku4M,2017-12-18T03:00:12.000Z,39445
ZzO9skEYqwY,2017-12-20T01:49:47.000Z,24413
msfPaXGuSbo,2017-12-18T11:31:58.000Z,246562
B2YCf8dTkIM,2017-12-18T20:55:29.000Z,192432
LTNOYZ44ywM,2017-12-18T17:40:48.000Z,144290
RGSgCyQydgc,2017-12-18T23:46:06.000Z,566067
JcdLF6XQ0iw,2017-12-16T19:02:01.000Z,12018779
8uvIPHtKoQQ,2017-12-18T20:16:14.000Z,110985
AZ4sakIfXUE,2017-12-18T19:17:48.000Z,251710
2Vm27xL57O0,2017-12-17T02:05:55.000Z,3483
kce9FMxx-04,2017-12-25T18:28:18.000Z,275016
WIWb8f1WIyQ,2017-12-25T03:08:33.000Z,231947
ryr75N0nki0,2017-12-24T03:30:08.000Z,6855997
w16w7CYwGbE,2017-12-24T16:00:06.000Z,156466
0ycLaWymtKk,2017-12-23T18:00:00.000Z,1499868
t9GNMVfEiG4,2017-12-23T15:15:22.000Z,1256009
fFSmOE0Uxms,2017-12-23T18:00:11.000Z,623817
JFydHaV0klA,2017-12-23T22:00:00.000Z,1712048
tE5C3O71Xqo,2017-12-23T02:02:34.000Z,1830911
avnapsraeXM,2017-12-23T15:21:28.000Z,126938
DcCh33lJLMw,2017-12-23T22:13:37.000Z,884039
pMpQABKlC-I,2017-12-23T21:57:30.000Z,3010527
3ToRIUoXmIw,2017-12-23T15:00:00.000Z,419280
ox7RsX1Ee34,2017-12-22T05:00:05.000Z,10916346
V_jU_ssWvc4,2017-12-23T12:00:03.000Z,525233
q8fuvWLje8M,2017-12-23T13:02:21.000Z,93842
zeO4C8e4pjw,2017-12-23T16:30:01.000Z,331632
cMD63TwzB1o,2017-12-22T05:00:01.000Z,2990740
VAUHZYf_aKY,2017-12-22T03:17:58.000Z,2601167
JnepCulEQOo,2017-12-23T23:57:32.000Z,90206
sXP6vliZIHI,2017-12-22T05:00:02.000Z,6215127
H_4ESBLJXQc,2017-12-23T01:13:57.000Z,127154
H00djJq68VE,2017-12-23T00:07:02.000Z,251296
v2OTO6UEVAo,2017-12-22T14:38:13.000Z,597345
B5gu6o6CIDA,2017-12-23T18:23:30.000Z,122856
qOvMazijKMA,2017-12-22T16:04:49.000Z,344968
4zkWYYFvV6M,2017-12-23T04:58:20.000Z,135668
BIQK4-9YFW0,2017-12-22T05:00:00.000Z,1713617
cQtYcpRGGIY,2017-12-22T22:51:17.000Z,99291
jTW5_KvkGoE,2017-12-22T20:19:46.000Z,433546
wqEknnPadMA,2017-12-22T16:00:04.000Z,201579
VqcHUdHQ1u8,2017-12-23T22:35:07.000Z,35129
HHOyg1oDeis,2017-12-22T21:00:20.000Z,1509902
sTVQDJyanco,2017-12-22T22:00:41.000Z,282271
CMJblEavb7g,2017-12-23T17:13:17.000Z,50722
b2EOxGUuBWA,2017-12-21T17:32:30.000Z,1307576
65MWN5yKU0A,2017-12-22T23:44:14.000Z,86774
sSszA_Ugd1A,2017-12-16T22:09:06.000Z,15745
Eyh1_XGHAnQ,2017-12-22T15:35:57.000Z,532568
rTMgDNpXPto,2017-12-22T22:00:04.000Z,63609
GEB2f5dpFXs,2017-12-21T21:01:53.000Z,5008688
VllA1V5M38E,2017-12-22T02:00:01.000Z,1776285
7keZTcdouoY,2017-12-22T17:16:35.000Z,165610
24HFgBQawWA,2017-12-22T22:58:04.000Z,116916
drg74wOy8z8,2017-12-22T19:30:00.000Z,41857
RbNaEwp7hMw,2017-12-23T00:19:00.000Z,227133
KNEVjhCXZB4,2017-12-22T13:00:03.000Z,251018
MSzytvDsPfo,2017-12-21T19:05:06.000Z,1201245
07S_Glj3uYs,2017-12-22T17:00:44.000Z,945188
Fr0wEsISRUw,2017-12-22T12:07:38.000Z,300761
uFDPLyAWpVg,2017-12-21T17:00:08.000Z,1159101
F3eSaEHSCu0,2017-12-23T11:53:33.000Z,335492
ItL6vcUrpUs,2017-12-21T17:00:20.000Z,2050620
ZsN1V9Hjfvg,2017-12-22T15:00:02.000Z,73758
1sqyuXCwcBA,2017-12-22T05:04:32.000Z,527668
XcSMdhfKga4,2017-12-21T08:30:22.000Z,3239072
aBQDFQwfX2w,2017-12-23T16:00:00.000Z,18519
MUWUHf-rzks,2017-12-21T13:38:50.000Z,1816521
zT4DJKkN_Do,2017-12-22T08:30:39.000Z,178305
mMzKvVtrC6U,2017-12-21T12:00:03.000Z,614656
zi_6oaQyckM,2017-12-22T03:00:02.000Z,5169974
ZB7_1CoKntI,2017-12-21T14:14:16.000Z,2534576
WhJIUtMK1tU,2017-12-22T11:30:01.000Z,88497
pihJVwap7iI,2017-12-22T05:00:04.000Z,150078
8eo-L_3OWAQ,2017-12-20T15:43:22.000Z,3299667
TU-Z4uPnFeg,2017-12-21T06:00:00.000Z,1359830
apN4BMMKt2E,2017-12-21T18:00:00.000Z,528460
nZM9Ko806Bg,2017-12-21T14:00:04.000Z,412801
WS7f5xpGYn8,2017-12-20T20:00:02.000Z,19430162
dwEKqAwoz0Y,2017-12-21T07:00:03.000Z,424351
olf9d8JvrA8,2017-12-21T17:00:06.000Z,388803
nWZMfPP34g8,2017-12-20T12:00:03.000Z,5825074
XwDTzD75fT4,2017-12-22T05:01:12.000Z,317215
