video_id,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed
-C5q3oir8gA,17702,917,1680,https://i.ytimg.com/vi/-C5q3oir8gA/default.jpg,FALSE,FALSE,FALSE
X6iJ0hPpGec,49673,648,5017,https://i.ytimg.com/vi/X6iJ0hPpGec/default.jpg,FALSE,FALSE,FALSE
xi8u9DcC0_Q,13367,476,2363,https://i.ytimg.com/vi/xi8u9DcC0_Q/default.jpg,FALSE,FALSE,FALSE
8Jmd7-1quDM,7471,14,313,https://i.ytimg.com/vi/8Jmd7-1quDM/default.jpg,FALSE,FALSE,FALSE
q6xYUHb4B1k,11839,150,1358,https://i.ytimg.com/vi/q6xYUHb4B1k/default.jpg,FALSE,FALSE,FALSE
VKY5Ws1Ys1w,480,14,51,https://i.ytimg.com/vi/VKY5Ws1Ys1w/default.jpg,FALSE,FALSE,FALSE
QA2fKoT6Sig,2169,35,172,https://i.ytimg.com/vi/QA2fKoT6Sig/default.jpg,FALSE,FALSE,FALSE
6wHVgiM0R54,13689,218,2778,https://i.ytimg.com/vi/6wHVgiM0R54/default.jpg,FALSE,FALSE,FALSE
48qcnpCWBq0,153706,1358,9905,https://i.ytimg.com/vi/48qcnpCWBq0/default.jpg,FALSE,FALSE,FALSE
OImHUNVLlco,129,92,212,https://i.ytimg.com/vi/OImHUNVLlco/default.jpg,FALSE,FALSE,FALSE
2b5C6Xp3pwA,150,2,4,https://i.ytimg.com/vi/2b5C6Xp3pwA/default.jpg,FALSE,FALSE,FALSE
92HCNclQOYo,8569,242,434,https://i.ytimg.com/vi/92HCNclQOYo/default.jpg,FALSE,FALSE,FALSE
bJNnsAmNoUc,1789,157,127,https://i.ytimg.com/vi/bJNnsAmNoUc/default.jpg,FALSE,FALSE,FALSE
kJ18whKduFo,1732,145,227,https://i.ytimg.com/vi/kJ18whKduFo/default.jpg,FALSE,FALSE,FALSE
VPJ7BcVsOUU,2597,24,144,https://i.ytimg.com/vi/VPJ7BcVsOUU/default.jpg,FALSE,FALSE,FALSE
sW5HaEsnuMI,28986,1530,2572,https://i.ytimg.com/vi/sW5HaEsnuMI/default.jpg,FALSE,FALSE,FALSE
r4VJ8o6yqzM,24319,1806,3813,https://i.ytimg.com/vi/r4VJ8o6yqzM/default.jpg,FALSE,FALSE,FALSE
t5Lz14wu1uw,30566,1275,2135,https://i.ytimg.com/vi/t5Lz14wu1uw/default.jpg,FALSE,FALSE,FALSE
khPLWaBioOs,761852,86475,135159,https://i.ytimg.com/vi/khPLWaBioOs/default.jpg,FALSE,FALSE,FALSE
UH0nTHb6OdY,45547,1174,7590,https://i.ytimg.com/vi/UH0nTHb6OdY/default.jpg,FALSE,FALSE,FALSE
t5_dSCu_mLY,404711,5601,167199,https://i.ytimg.com/vi/t5_dSCu_mLY/default.jpg,FALSE,FALSE,FALSE
#NAME?,36078,1911,2054,https://i.ytimg.com/vi/-oOlAGKBXnA/default.jpg,FALSE,FALSE,FALSE
1HJkmKODN4Y,2018,344,2497,https://i.ytimg.com/vi/1HJkmKODN4Y/default.jpg,FALSE,FALSE,FALSE
3UoKswz6OQc,4681,748,4043,https://i.ytimg.com/vi/3UoKswz6OQc/default.jpg,FALSE,FALSE,FALSE
2QHltvwTjSk,1104,246,1475,https://i.ytimg.com/vi/2QHltvwTjSk/default.jpg,FALSE,FALSE,FALSE
cSp1dM2Vj48,138566,6560,25824,https://i.ytimg.com/vi/cSp1dM2Vj48/default.jpg,FALSE,FALSE,FALSE
yqulWPljawo,29863,327,1666,https://i.ytimg.com/vi/yqulWPljawo/default.jpg,FALSE,FALSE,FALSE
IXJhN4cOVM0,1396,400,961,https://i.ytimg.com/vi/IXJhN4cOVM0/default.jpg,FALSE,FALSE,FALSE
5beh5ztM0K8,2134,358,288,https://i.ytimg.com/vi/5beh5ztM0K8/default.jpg,FALSE,FALSE,FALSE
#NAME?,350,184,517,https://i.ytimg.com/vi/-o7zywbiFVI/default.jpg,FALSE,FALSE,FALSE
_JhaVNJb3ag,4861,612,2841,https://i.ytimg.com/vi/_JhaVNJb3ag/default.jpg,FALSE,FALSE,FALSE
2yCp-Dj5-7c,912,99,113,https://i.ytimg.com/vi/2yCp-Dj5-7c/default.jpg,FALSE,FALSE,FALSE
S-4rhjO6xYg,195122,2643,15846,https://i.ytimg.com/vi/S-4rhjO6xYg/default.jpg,FALSE,FALSE,FALSE
ZWAkzvL5Ho4,22171,5667,4192,https://i.ytimg.com/vi/ZWAkzvL5Ho4/default.jpg,FALSE,FALSE,FALSE
N4LQuwSjc34,625,792,0,https://i.ytimg.com/vi/N4LQuwSjc34/default.jpg,TRUE,FALSE,FALSE
A8HLnDP6uRM,25281,3816,3545,https://i.ytimg.com/vi/A8HLnDP6uRM/default.jpg,FALSE,FALSE,FALSE
oKuPJ7zF0_k,982,6,33,https://i.ytimg.com/vi/oKuPJ7zF0_k/default.jpg,FALSE,FALSE,FALSE
fO8pPjlFtNw,14194,163,1146,https://i.ytimg.com/vi/fO8pPjlFtNw/default.jpg,FALSE,FALSE,FALSE
_ASpoeFRTZ0,10418,269,1839,https://i.ytimg.com/vi/_ASpoeFRTZ0/default.jpg,FALSE,FALSE,FALSE
8dsf7S5GO1U,1987,120,182,https://i.ytimg.com/vi/8dsf7S5GO1U/default.jpg,FALSE,FALSE,FALSE
FO_Ox_dH0M8,11453,84,665,https://i.ytimg.com/vi/FO_Ox_dH0M8/default.jpg,FALSE,FALSE,FALSE
XiIShINrftE,23436,2299,1761,https://i.ytimg.com/vi/XiIShINrftE/default.jpg,FALSE,FALSE,FALSE
ii3n7hYQOl4,127351,9630,26166,https://i.ytimg.com/vi/ii3n7hYQOl4/default.jpg,FALSE,FALSE,FALSE
Ep6-bNu16_I,121429,1802,20854,https://i.ytimg.com/vi/Ep6-bNu16_I/default.jpg,FALSE,FALSE,FALSE
zIiIcjfA2-I,810,60,98,https://i.ytimg.com/vi/zIiIcjfA2-I/default.jpg,FALSE,FALSE,FALSE
lzuWvKn80V8,16777,240,1179,https://i.ytimg.com/vi/lzuWvKn80V8/default.jpg,FALSE,FALSE,FALSE
AzLYMcneJMU,257,84,267,https://i.ytimg.com/vi/AzLYMcneJMU/default.jpg,FALSE,FALSE,FALSE
RiVuoe-jaE0,76,60,170,https://i.ytimg.com/vi/RiVuoe-jaE0/default.jpg,FALSE,FALSE,FALSE
TM8hwHtWSJg,2918,334,782,https://i.ytimg.com/vi/TM8hwHtWSJg/default.jpg,FALSE,FALSE,FALSE
UVNIEszp2UQ,14706,619,1843,https://i.ytimg.com/vi/UVNIEszp2UQ/default.jpg,FALSE,FALSE,FALSE
bo8OYPYRTIY,29430,493,2473,https://i.ytimg.com/vi/bo8OYPYRTIY/default.jpg,FALSE,FALSE,FALSE
AeB90B9__xM,2504,34,127,https://i.ytimg.com/vi/AeB90B9__xM/default.jpg,FALSE,FALSE,FALSE
3A-3NaPA3QU,730,32,134,https://i.ytimg.com/vi/3A-3NaPA3QU/default.jpg,FALSE,FALSE,FALSE
RUbWdNGaYEg,227,44,364,https://i.ytimg.com/vi/RUbWdNGaYEg/default.jpg,FALSE,FALSE,FALSE
oiC_HG3u-nk,8228,3504,8279,https://i.ytimg.com/vi/oiC_HG3u-nk/default.jpg,FALSE,FALSE,FALSE
X3gKYTc6lbw,58926,1013,6838,https://i.ytimg.com/vi/X3gKYTc6lbw/default.jpg,FALSE,FALSE,FALSE
1bSDtlARvPI,10872,541,1045,https://i.ytimg.com/vi/1bSDtlARvPI/default.jpg,FALSE,FALSE,FALSE
qE7psdp1jVE,28568,372,2296,https://i.ytimg.com/vi/qE7psdp1jVE/default.jpg,FALSE,FALSE,FALSE
QsLmJq8cHlA,13679,414,561,https://i.ytimg.com/vi/QsLmJq8cHlA/default.jpg,FALSE,FALSE,FALSE
30UjfElERlc,39,43,39,https://i.ytimg.com/vi/30UjfElERlc/default.jpg,FALSE,FALSE,FALSE
LTWh-i-iJqM,3193,167,620,https://i.ytimg.com/vi/LTWh-i-iJqM/default.jpg,FALSE,FALSE,FALSE
agOq6iS4aVw,286,118,424,https://i.ytimg.com/vi/agOq6iS4aVw/default.jpg,FALSE,FALSE,FALSE
Ali918UJSpU,5595,222,704,https://i.ytimg.com/vi/Ali918UJSpU/default.jpg,FALSE,FALSE,FALSE
wJ5bOg46D7Y,1258,21,159,https://i.ytimg.com/vi/wJ5bOg46D7Y/default.jpg,FALSE,FALSE,FALSE
fuHcdFPBKy0,91439,14542,12625,https://i.ytimg.com/vi/fuHcdFPBKy0/default.jpg,FALSE,FALSE,FALSE
9v_rtaye2yY,440303,22631,52911,https://i.ytimg.com/vi/9v_rtaye2yY/default.jpg,FALSE,FALSE,FALSE
vfqeeScKVyc,4194,106,551,https://i.ytimg.com/vi/vfqeeScKVyc/default.jpg,FALSE,FALSE,FALSE
cON3fiEm3Lc,5855,277,366,https://i.ytimg.com/vi/cON3fiEm3Lc/default.jpg,FALSE,FALSE,FALSE
6i2cebTn0nc,69007,1490,11582,https://i.ytimg.com/vi/6i2cebTn0nc/default.jpg,FALSE,FALSE,FALSE
UAJDrWVyOoA,25087,775,2285,https://i.ytimg.com/vi/UAJDrWVyOoA/default.jpg,FALSE,FALSE,FALSE
00nmxR1mxIA,11517,984,1039,https://i.ytimg.com/vi/00nmxR1mxIA/default.jpg,FALSE,FALSE,FALSE
Zzi4EQKBbOY,6645,214,595,https://i.ytimg.com/vi/Zzi4EQKBbOY/default.jpg,FALSE,FALSE,FALSE
K7XsnDRtAcw,5474,92,258,https://i.ytimg.com/vi/K7XsnDRtAcw/default.jpg,FALSE,FALSE,FALSE
ta6sV6WrElE,131858,1267,14269,https://i.ytimg.com/vi/ta6sV6WrElE/default.jpg,FALSE,FALSE,FALSE
6P6Ia5Qj9W0,3600,152,667,https://i.ytimg.com/vi/6P6Ia5Qj9W0/default.jpg,FALSE,FALSE,FALSE
xp0m08eOD5U,2094,76,172,https://i.ytimg.com/vi/xp0m08eOD5U/default.jpg,FALSE,FALSE,FALSE
iGXYZwZEZa0,24898,2836,5178,https://i.ytimg.com/vi/iGXYZwZEZa0/default.jpg,FALSE,FALSE,FALSE
vn9mMeWcgoM,523448,26141,66601,https://i.ytimg.com/vi/vn9mMeWcgoM/default.jpg,FALSE,FALSE,FALSE
JBDWIGpKnwM,147894,2027,11420,https://i.ytimg.com/vi/JBDWIGpKnwM/default.jpg,FALSE,FALSE,FALSE
o8m2kXgCIMc,3022,56,146,https://i.ytimg.com/vi/o8m2kXgCIMc/default.jpg,FALSE,FALSE,FALSE
exGGotfSuH0,1815,4,201,https://i.ytimg.com/vi/exGGotfSuH0/default.jpg,FALSE,FALSE,FALSE
aj8mN_7Apcw,47679,6866,11184,https://i.ytimg.com/vi/aj8mN_7Apcw/default.jpg,FALSE,FALSE,FALSE
a9B4AgwYG4E,13660,287,887,https://i.ytimg.com/vi/a9B4AgwYG4E/default.jpg,FALSE,FALSE,FALSE
ZKUerb6IH4Y,3318,114,150,https://i.ytimg.com/vi/ZKUerb6IH4Y/default.jpg,FALSE,FALSE,FALSE
vglAsbxMX_Q,35011,786,1657,https://i.ytimg.com/vi/vglAsbxMX_Q/default.jpg,FALSE,FALSE,FALSE
Ub53c95Soqk,4424,119,463,https://i.ytimg.com/vi/Ub53c95Soqk/default.jpg,FALSE,FALSE,FALSE
H4CkXh3FSo8,16024,1260,2075,https://i.ytimg.com/vi/H4CkXh3FSo8/default.jpg,FALSE,FALSE,FALSE
Zi9MkiQzl20,1644,191,114,https://i.ytimg.com/vi/Zi9MkiQzl20/default.jpg,FALSE,FALSE,FALSE
23QOy9Q2qNI,12987,143,486,https://i.ytimg.com/vi/23QOy9Q2qNI/default.jpg,FALSE,FALSE,FALSE
tRbHXZvVMbM,17,1,8,https://i.ytimg.com/vi/tRbHXZvVMbM/default.jpg,FALSE,FALSE,FALSE
56KYMMGudcU,341942,32385,86201,https://i.ytimg.com/vi/56KYMMGudcU/default.jpg,FALSE,FALSE,FALSE
uwUchGQRXKM,25930,579,2210,https://i.ytimg.com/vi/uwUchGQRXKM/default.jpg,FALSE,FALSE,FALSE
ySBjb4_JGtY,4757,46,177,https://i.ytimg.com/vi/ySBjb4_JGtY/default.jpg,FALSE,FALSE,FALSE
aphpJi5jKrM,13470,3227,2752,https://i.ytimg.com/vi/aphpJi5jKrM/default.jpg,FALSE,FALSE,FALSE
DUYa7rjRz0s,12413,170,1316,https://i.ytimg.com/vi/DUYa7rjRz0s/default.jpg,FALSE,FALSE,FALSE
__4c1JCHvaQ,188490,3598,20594,https://i.ytimg.com/vi/__4c1JCHvaQ/default.jpg,FALSE,FALSE,FALSE
NyNQLRhsAsk,17472,1559,2420,https://i.ytimg.com/vi/NyNQLRhsAsk/default.jpg,FALSE,FALSE,FALSE
EZSCtgfmEO0,24693,970,3217,https://i.ytimg.com/vi/EZSCtgfmEO0/default.jpg,FALSE,FALSE,FALSE
vW7H-DKivX8,73139,1244,3423,https://i.ytimg.com/vi/vW7H-DKivX8/default.jpg,FALSE,FALSE,FALSE
Bs5Ml7_2wT0,27892,1632,1808,https://i.ytimg.com/vi/Bs5Ml7_2wT0/default.jpg,FALSE,FALSE,FALSE
eYJCjVkOImU,72671,673,3196,https://i.ytimg.com/vi/eYJCjVkOImU/default.jpg,FALSE,FALSE,FALSE
dyBFAX4SDEc,49255,954,7106,https://i.ytimg.com/vi/dyBFAX4SDEc/default.jpg,FALSE,FALSE,FALSE
bo7cX6kCM2A,177,9,39,https://i.ytimg.com/vi/bo7cX6kCM2A/default.jpg,FALSE,FALSE,FALSE
Sqbv7cCM5AI,16375,1114,2068,https://i.ytimg.com/vi/Sqbv7cCM5AI/default.jpg,FALSE,FALSE,FALSE
oXE-ssvbhQA,58469,603,299,https://i.ytimg.com/vi/oXE-ssvbhQA/default.jpg,FALSE,FALSE,FALSE
Y26pMy4jf8U,77689,2743,19193,https://i.ytimg.com/vi/Y26pMy4jf8U/default.jpg,FALSE,FALSE,FALSE
mQ8sFRuDyiU,2299,78,149,https://i.ytimg.com/vi/mQ8sFRuDyiU/default.jpg,FALSE,FALSE,FALSE
inZzcTXYowY,368719,1925,32556,https://i.ytimg.com/vi/inZzcTXYowY/default.jpg,FALSE,FALSE,FALSE
oOAohDViea4,23423,319,943,https://i.ytimg.com/vi/oOAohDViea4/default.jpg,FALSE,FALSE,FALSE
HKIIgYFhQlE,106494,728,3944,https://i.ytimg.com/vi/HKIIgYFhQlE/default.jpg,FALSE,FALSE,FALSE
sFMehG2tDcA,21371,1170,6447,https://i.ytimg.com/vi/sFMehG2tDcA/default.jpg,FALSE,FALSE,FALSE
RdAKIVgTKuw,6438,95,272,https://i.ytimg.com/vi/RdAKIVgTKuw/default.jpg,FALSE,FALSE,FALSE
fJJBAwiOjRI,10191,314,3538,https://i.ytimg.com/vi/fJJBAwiOjRI/default.jpg,FALSE,FALSE,FALSE
MUB-h2NeQYA,3574,147,287,https://i.ytimg.com/vi/MUB-h2NeQYA/default.jpg,FALSE,FALSE,FALSE
j28Gt5_Mlo8,59,2,7,https://i.ytimg.com/vi/j28Gt5_Mlo8/default.jpg,FALSE,FALSE,FALSE
FlsCjmMhFmw,2912702,1545015,807558,https://i.ytimg.com/vi/FlsCjmMhFmw/default.jpg,FALSE,FALSE,FALSE
8mQelXnPxUQ,14941,1214,1539,https://i.ytimg.com/vi/8mQelXnPxUQ/default.jpg,FALSE,FALSE,FALSE
kl39KHS07Xc,131772,9002,25159,https://i.ytimg.com/vi/kl39KHS07Xc/default.jpg,FALSE,FALSE,FALSE
r8FQ5wUYm9c,81732,1210,4911,https://i.ytimg.com/vi/r8FQ5wUYm9c/default.jpg,FALSE,FALSE,FALSE
Hlch9lKAeXo,26461,1293,4219,https://i.ytimg.com/vi/Hlch9lKAeXo/default.jpg,FALSE,FALSE,FALSE
zYlW81GZYug,227045,1047,10679,https://i.ytimg.com/vi/zYlW81GZYug/default.jpg,FALSE,FALSE,FALSE
MtFjRvKfv70,1545,55,147,https://i.ytimg.com/vi/MtFjRvKfv70/default.jpg,FALSE,FALSE,FALSE
1ZqFDsq09H8,5215,171,778,https://i.ytimg.com/vi/1ZqFDsq09H8/default.jpg,FALSE,FALSE,FALSE
6TOSV3-7hzU,6469,283,747,https://i.ytimg.com/vi/6TOSV3-7hzU/default.jpg,FALSE,FALSE,FALSE
ceJcHUoO734,7470,2076,0,https://i.ytimg.com/vi/ceJcHUoO734/default.jpg,TRUE,FALSE,FALSE
OPbtnEXZ1H0,8846,101,722,https://i.ytimg.com/vi/OPbtnEXZ1H0/default.jpg,FALSE,FALSE,FALSE
_72fqgEevOo,7117,2459,1151,https://i.ytimg.com/vi/_72fqgEevOo/default.jpg,FALSE,FALSE,FALSE
sZWmwHjFRPI,14808,193,766,https://i.ytimg.com/vi/sZWmwHjFRPI/default.jpg,FALSE,FALSE,FALSE
fd7M_5xW0SI,80194,1473,4135,https://i.ytimg.com/vi/fd7M_5xW0SI/default.jpg,FALSE,FALSE,FALSE
S7kG641iA_g,4389,84,485,https://i.ytimg.com/vi/S7kG641iA_g/default.jpg,FALSE,FALSE,FALSE
tFUKsthR-Ts,5657,68,284,https://i.ytimg.com/vi/tFUKsthR-Ts/default.jpg,FALSE,FALSE,FALSE
2jP6MFBXFaA,2829,48,210,https://i.ytimg.com/vi/2jP6MFBXFaA/default.jpg,FALSE,FALSE,FALSE
8KaKWPJq5dY,84581,268,7821,https://i.ytimg.com/vi/8KaKWPJq5dY/default.jpg,FALSE,FALSE,FALSE
bg7RjxsghNY,309865,2792,22949,https://i.ytimg.com/vi/bg7RjxsghNY/default.jpg,FALSE,FALSE,FALSE
WmNGq56WMLE,171,20,173,https://i.ytimg.com/vi/WmNGq56WMLE/default.jpg,FALSE,FALSE,FALSE
5Ad2pIlg3Dk,3106,5104,5838,https://i.ytimg.com/vi/5Ad2pIlg3Dk/default.jpg,FALSE,FALSE,FALSE
rH_sH0jPVTg,373,258,209,https://i.ytimg.com/vi/rH_sH0jPVTg/default.jpg,FALSE,FALSE,FALSE
37xIzAWyO8I,2607,49,512,https://i.ytimg.com/vi/37xIzAWyO8I/default.jpg,FALSE,FALSE,FALSE
O3bqhRN2thM,1880,30,141,https://i.ytimg.com/vi/O3bqhRN2thM/default.jpg,FALSE,FALSE,FALSE
Nl6YEW1s7x8,11936,1382,1250,https://i.ytimg.com/vi/Nl6YEW1s7x8/default.jpg,FALSE,FALSE,FALSE
d9h_qtOoFnA,21303,161,1691,https://i.ytimg.com/vi/d9h_qtOoFnA/default.jpg,FALSE,FALSE,FALSE
mkpINSUnDpA,27512,647,4176,https://i.ytimg.com/vi/mkpINSUnDpA/default.jpg,FALSE,FALSE,FALSE
dUztYCMZYls,17238,1786,3569,https://i.ytimg.com/vi/dUztYCMZYls/default.jpg,FALSE,FALSE,FALSE
ZZE1_maXiAI,180,89,48,https://i.ytimg.com/vi/ZZE1_maXiAI/default.jpg,FALSE,FALSE,FALSE
h8Q3IhUwX_4,31167,187,1665,https://i.ytimg.com/vi/h8Q3IhUwX_4/default.jpg,FALSE,FALSE,FALSE
jgvQzWAhoiw,45197,921,478,https://i.ytimg.com/vi/jgvQzWAhoiw/default.jpg,FALSE,FALSE,FALSE
dw74T9x6lDE,1820,50,182,https://i.ytimg.com/vi/dw74T9x6lDE/default.jpg,FALSE,FALSE,FALSE
kuTBea8_-LY,1159,124,432,https://i.ytimg.com/vi/kuTBea8_-LY/default.jpg,FALSE,FALSE,FALSE
oYL6kldXWkg,26134,898,2862,https://i.ytimg.com/vi/oYL6kldXWkg/default.jpg,FALSE,FALSE,FALSE
yyr51Kznab4,4143,577,1289,https://i.ytimg.com/vi/yyr51Kznab4/default.jpg,FALSE,FALSE,FALSE
2sxuAm569IY,6671,120,522,https://i.ytimg.com/vi/2sxuAm569IY/default.jpg,FALSE,FALSE,FALSE
r3d2alzgjKc,7,1,1,https://i.ytimg.com/vi/r3d2alzgjKc/default.jpg,FALSE,FALSE,FALSE
2E_HEeOpiEA,69285,1735,103129,https://i.ytimg.com/vi/2E_HEeOpiEA/default.jpg,FALSE,FALSE,FALSE
r5w4y6GW4U8,186,78,195,https://i.ytimg.com/vi/r5w4y6GW4U8/default.jpg,FALSE,FALSE,FALSE
RggWMGU2iYw,352,114,74,https://i.ytimg.com/vi/RggWMGU2iYw/default.jpg,FALSE,FALSE,FALSE
ixMqVcjsSVM,4332,75,658,https://i.ytimg.com/vi/ixMqVcjsSVM/default.jpg,FALSE,FALSE,FALSE
Wff1pf2EdS4,60624,331,3817,https://i.ytimg.com/vi/Wff1pf2EdS4/default.jpg,FALSE,FALSE,FALSE
GP0uH-PaE_E,3071,58,139,https://i.ytimg.com/vi/GP0uH-PaE_E/default.jpg,FALSE,FALSE,FALSE
qoPCbB_uGMw,18038,988,1133,https://i.ytimg.com/vi/qoPCbB_uGMw/default.jpg,FALSE,FALSE,FALSE
xlQLyAOQXjQ,37774,1322,5105,https://i.ytimg.com/vi/xlQLyAOQXjQ/default.jpg,FALSE,FALSE,FALSE
PUvVjWR3zTQ,5343,228,522,https://i.ytimg.com/vi/PUvVjWR3zTQ/default.jpg,FALSE,FALSE,FALSE
Zh4c5IrllBg,81267,1895,7774,https://i.ytimg.com/vi/Zh4c5IrllBg/default.jpg,FALSE,FALSE,FALSE
mebZJFd8_Vw,19637,696,2910,https://i.ytimg.com/vi/mebZJFd8_Vw/default.jpg,FALSE,FALSE,FALSE
9U2kr_QfhoQ,70,7,1,https://i.ytimg.com/vi/9U2kr_QfhoQ/default.jpg,FALSE,FALSE,FALSE
tNOkWPYY8No,1037,31,50,https://i.ytimg.com/vi/tNOkWPYY8No/default.jpg,FALSE,FALSE,FALSE
oKeF7K2VZtQ,3252,22,335,https://i.ytimg.com/vi/oKeF7K2VZtQ/default.jpg,FALSE,FALSE,FALSE
3IdqPpwSE2g,2906,23,184,https://i.ytimg.com/vi/3IdqPpwSE2g/default.jpg,FALSE,FALSE,FALSE
LO0FwPXJbi0,6782,413,980,https://i.ytimg.com/vi/LO0FwPXJbi0/default.jpg,FALSE,FALSE,FALSE
15aTCG3as6Q,42581,753,3352,https://i.ytimg.com/vi/15aTCG3as6Q/default.jpg,FALSE,FALSE,FALSE
zslYmBRhdOM,2999,33,751,https://i.ytimg.com/vi/zslYmBRhdOM/default.jpg,FALSE,FALSE,FALSE
BEcs3TL8DII,2570,548,1915,https://i.ytimg.com/vi/BEcs3TL8DII/default.jpg,FALSE,FALSE,FALSE
KUSc7aScV9w,1576,85,123,https://i.ytimg.com/vi/KUSc7aScV9w/default.jpg,FALSE,FALSE,FALSE
exQ2u3qSfrM,4985,25,437,https://i.ytimg.com/vi/exQ2u3qSfrM/default.jpg,FALSE,FALSE,FALSE
upzmEBwEtpo,2424,71,410,https://i.ytimg.com/vi/upzmEBwEtpo/default.jpg,FALSE,FALSE,FALSE
GnevZOMl78I,51558,1348,2102,https://i.ytimg.com/vi/GnevZOMl78I/default.jpg,FALSE,FALSE,FALSE
A_fUji0jTAE,4487,235,669,https://i.ytimg.com/vi/A_fUji0jTAE/default.jpg,FALSE,FALSE,FALSE
QbDuBTWrU-o,78398,1257,16646,https://i.ytimg.com/vi/QbDuBTWrU-o/default.jpg,FALSE,FALSE,FALSE
VFreC_yfQqs,8,3,8,https://i.ytimg.com/vi/VFreC_yfQqs/default.jpg,FALSE,FALSE,FALSE
#NAME?,356297,7889,27012,https://i.ytimg.com/vi/-RmUADCWI4A/default.jpg,FALSE,FALSE,FALSE
SI1J2bbbOt4,259,30,86,https://i.ytimg.com/vi/SI1J2bbbOt4/default.jpg,FALSE,FALSE,FALSE
LiXQFixzqJ4,634,7,117,https://i.ytimg.com/vi/LiXQFixzqJ4/default.jpg,FALSE,FALSE,FALSE
HDDIWGlBt3o,66026,671,8479,https://i.ytimg.com/vi/HDDIWGlBt3o/default.jpg,FALSE,FALSE,FALSE
SxAp27sFaIM,261095,15386,33906,https://i.ytimg.com/vi/SxAp27sFaIM/default.jpg,FALSE,FALSE,FALSE
hNsd-m30m2E,46803,507,2571,https://i.ytimg.com/vi/hNsd-m30m2E/default.jpg,FALSE,FALSE,FALSE
l3f_1zEEnR0,29374,219,1996,https://i.ytimg.com/vi/l3f_1zEEnR0/default.jpg,FALSE,FALSE,FALSE
dDAlGl_8f9U,28014,861,3978,https://i.ytimg.com/vi/dDAlGl_8f9U/default.jpg,FALSE,FALSE,FALSE
QOdVw75Vbv4,34,0,4,https://i.ytimg.com/vi/QOdVw75Vbv4/default.jpg,FALSE,FALSE,FALSE
AM1pavPRU8E,25130,521,1205,https://i.ytimg.com/vi/AM1pavPRU8E/default.jpg,FALSE,FALSE,FALSE
a_iMlwkzwow,32585,1043,4009,https://i.ytimg.com/vi/a_iMlwkzwow/default.jpg,FALSE,FALSE,FALSE
mrORbZ2dS08,19458,865,2395,https://i.ytimg.com/vi/mrORbZ2dS08/default.jpg,FALSE,FALSE,FALSE
dd3XfA4NVcQ,3007,324,1621,https://i.ytimg.com/vi/dd3XfA4NVcQ/default.jpg,FALSE,FALSE,FALSE
_h9EEni5rks,421,11,125,https://i.ytimg.com/vi/_h9EEni5rks/default.jpg,FALSE,FALSE,FALSE
KDPG0YEsD5Q,21855,89,976,https://i.ytimg.com/vi/KDPG0YEsD5Q/default.jpg,FALSE,FALSE,FALSE
me5ifeBFaFo,96880,4179,8159,https://i.ytimg.com/vi/me5ifeBFaFo/default.jpg,FALSE,FALSE,FALSE
U0Az4NHlzfc,8601,687,829,https://i.ytimg.com/vi/U0Az4NHlzfc/default.jpg,FALSE,FALSE,FALSE
tvs3yvEcARA,3331,28,387,https://i.ytimg.com/vi/tvs3yvEcARA/default.jpg,FALSE,FALSE,FALSE
vgX5M1eVhyw,1187,28,93,https://i.ytimg.com/vi/vgX5M1eVhyw/default.jpg,FALSE,FALSE,FALSE
s3oogx4roPI,6427,60,288,https://i.ytimg.com/vi/s3oogx4roPI/default.jpg,FALSE,FALSE,FALSE
UZf9m_x7o88,212,29,478,https://i.ytimg.com/vi/UZf9m_x7o88/default.jpg,FALSE,FALSE,FALSE
6bJRu0_p-Ig,1076,74,1249,https://i.ytimg.com/vi/6bJRu0_p-Ig/default.jpg,FALSE,FALSE,FALSE
032BPsxhreM,154,136,120,https://i.ytimg.com/vi/032BPsxhreM/default.jpg,FALSE,FALSE,FALSE
NbUtY1RVvn8,4616,226,567,https://i.ytimg.com/vi/NbUtY1RVvn8/default.jpg,FALSE,FALSE,FALSE
v_CMMWCN5nQ,17904,363,530,https://i.ytimg.com/vi/v_CMMWCN5nQ/default.jpg,FALSE,FALSE,FALSE
aJ9XruZm_Hg,11500,1714,1255,https://i.ytimg.com/vi/aJ9XruZm_Hg/default.jpg,FALSE,FALSE,FALSE
_cn12TCA4SY,1633,19,214,https://i.ytimg.com/vi/_cn12TCA4SY/default.jpg,FALSE,FALSE,FALSE
3L_a9HxXzS0,2773,38,161,https://i.ytimg.com/vi/3L_a9HxXzS0/default.jpg,FALSE,FALSE,FALSE
GkgkP0ARxd0,6500,401,541,https://i.ytimg.com/vi/GkgkP0ARxd0/default.jpg,FALSE,FALSE,FALSE
30TkClWvT5k,1483,71,29,https://i.ytimg.com/vi/30TkClWvT5k/default.jpg,FALSE,FALSE,FALSE
upC36TCNXvg,492,45,61,https://i.ytimg.com/vi/upC36TCNXvg/default.jpg,FALSE,FALSE,FALSE
5wKYV-9Tq1o,18390,198,1491,https://i.ytimg.com/vi/5wKYV-9Tq1o/default.jpg,FALSE,FALSE,FALSE
84hXRY0uwQ0,2939,96,285,https://i.ytimg.com/vi/84hXRY0uwQ0/default.jpg,FALSE,FALSE,FALSE
